iter	CrossEntropy
558	0.538825225
559	0.5387827693
560	0.5387105113
561	0.5386495389
562	0.538604973
563	0.5385342075
564	0.5384782365
565	0.5384119141
566	0.5383644847
567	0.5383350687
568	0.5383185134
569	0.5382527343
570	0.5382232222
571	0.5381746495
572	0.5381237351
573	0.5380869985
574	0.5380252401
575	0.5379834632
576	0.5379489762
577	0.537905618
578	0.5378918059
579	0.5378879755
580	0.537849905
581	0.5378230156
582	0.5377839296
583	0.5377466895
584	0.537688875
585	0.5376183779
586	0.5375701195
587	0.5375211757
588	0.537488232
589	0.5374049541
590	0.5373900767
591	0.5373784266
592	0.5373199735
593	0.5372880654
594	0.5372609561
595	0.5372254975
596	0.5371885721
597	0.5371365689
598	0.5371095852
599	0.5370612216
600	0.5370569588
601	0.5370283667
602	0.5370142574
603	0.5369962505
604	0.5369161162
605	0.5368775075
606	0.5368243595
607	0.53679185
608	0.5367104052
609	0.5366496316
610	0.5366334786
611	0.536565945
612	0.5365326948
613	0.5364898276
614	0.536444089
615	0.5364135106
616	0.5363804413
617	0.5363177559
618	0.5362803829
619	0.5362186904
620	0.5361811165
621	0.5361680909
622	0.5361424055
623	0.5361151724
624	0.5360705032
625	0.5360035625
626	0.5359579712
627	0.5359173676
628	0.5358960164
629	0.5358388981
630	0.5357956662
631	0.5357604635
632	0.5357313396
633	0.5356931026
634	0.5356474652
635	0.535625958
636	0.5355686986
637	0.5355029304
638	0.5354491115
639	0.5354373483
640	0.5353799422
641	0.535319772
642	0.5353037776
643	0.5352623277
644	0.5352235691
645	0.5351725046
646	0.5351284821
647	0.5350625023
648	0.5350271297
649	0.535019109
650	0.5349681028
651	0.5349260269
652	0.5349020926
653	0.534842588
654	0.5348111407
655	0.5347870554
656	0.5347420853
657	0.5347104927
658	0.534680597
659	0.5346324059
660	0.5345970921
661	0.5345578647
662	0.5345417508
663	0.534504638
664	0.5344601562
665	0.534411226
666	0.5344025421
667	0.5343378557
668	0.5342989699
669	0.5342548782
670	0.5341946648
671	0.5341358125
672	0.5340760299
673	0.5340701054
674	0.534028848
675	0.5339815687
676	0.5339375244
677	0.5339128691
678	0.5338355416
679	0.5338222713
680	0.5337892091
681	0.5337352505
682	0.5337088833
683	0.5336925279
684	0.5336374895
685	0.5335744943
686	0.5335110526
687	0.5334940843
688	0.5334649465
689	0.5334389281
690	0.5333929472
691	0.5333465775
692	0.5333047477
693	0.5332611832
694	0.5332431829
695	0.533203625
696	0.5331639043
697	0.5331385749
698	0.5330911011
699	0.5330257974
700	0.5329785776
701	0.5329421656
702	0.5328931042
703	0.5328766664
704	0.5328152441
705	0.5327770497
706	0.5327370532
707	0.53268622
708	0.532655372
709	0.5325843876
710	0.5325542044
711	0.5325231738
712	0.5325048593
713	0.5324804777
714	0.5324204611
715	0.532391101
716	0.5323363844
717	0.5322992659
718	0.5322492051
719	0.5322144144
720	0.5322053348
721	0.5321640544
722	0.5321015529
723	0.5320869203
724	0.5320509367
725	0.5320002458
726	0.5319464077
727	0.5319022389
728	0.5318758837
729	0.5318037086
730	0.5317748769
731	0.531706094
732	0.5316732499
733	0.5316167044
734	0.5315996056
735	0.531594863
736	0.5315729732
737	0.5315485673
738	0.5315285277
739	0.5314917685
740	0.5314521353
741	0.5314256612
742	0.5313910966
743	0.5313303868
744	0.5312686812
745	0.5312279253
746	0.5311595387
747	0.5311190668
748	0.5310701996
749	0.5310218782
750	0.5309784323
751	0.5309499374
752	0.5309416049
753	0.5309299968
754	0.5309104131
755	0.530845389
756	0.530830325
757	0.5308001763
758	0.5307564093
759	0.530729037
760	0.5307147607
761	0.5306991393
762	0.530681467
763	0.5306788824
764	0.5306625254
765	0.5306441013
766	0.5306090672
767	0.5305579972
768	0.5305058211
769	0.5304754239
770	0.5304097831
771	0.5303795434
772	0.530319326
773	0.530285749
774	0.5302421717
775	0.5302061128
776	0.5301379619
777	0.5301250719
778	0.5300876854
779	0.5300676506
780	0.5300567198
781	0.5300180052
782	0.5299963512
783	0.5299463423
784	0.5299290914
785	0.5299065514
786	0.5298839184
787	0.529869502
788	0.5298201361
789	0.5297885337
790	0.5297520655
791	0.5297053035
792	0.52968696
793	0.529652943
794	0.5296057141
795	0.5295508607
796	0.5295087477
797	0.5294649019
798	0.5294287009
799	0.5293722058
800	0.5293209622
801	0.5292858424
802	0.5292257629
803	0.5292097318
804	0.5291761235
805	0.5291544056
806	0.529122189
807	0.5290529434
808	0.5289964251
809	0.5289408856
810	0.5288866128
811	0.5288457072
812	0.5287815949
813	0.5287734961
814	0.5287204602
815	0.5287132148
816	0.5287039548
817	0.5286550186
818	0.5285968471
819	0.5285861716
820	0.5285268477
821	0.5284857615
822	0.5284422901
823	0.5284209414
824	0.5283544885
825	0.5283457246
826	0.5283026615
827	0.5282464312
828	0.5282171754
829	0.5281680615
830	0.5281283812
831	0.528096431
832	0.5280796028
833	0.5280458306
834	0.5280232513
835	0.5279651554
836	0.527916974
837	0.5278893126
838	0.5278300296
839	0.5278017696
840	0.5277846408
841	0.5277156068
842	0.5277067659
843	0.5276539711
844	0.5276113632
845	0.5275721715
846	0.5275144528
847	0.5274837739
848	0.5274217606
849	0.5273885302
850	0.5273838843
851	0.527368495
852	0.5273530302
853	0.5273074664
854	0.5272721887
855	0.5272210038
856	0.5271730823
857	0.5271410761
858	0.5270813367
859	0.5270501923
860	0.5269750394
861	0.5269322958
862	0.5268986046
863	0.5268729773
864	0.5268333819
865	0.526824986
866	0.5267854541
867	0.526741414
868	0.5267075625
869	0.5266737131
870	0.5266661208
871	0.5266549386
872	0.5266276343
873	0.526578761
874	0.5265727188
875	0.526536967
876	0.5265253791
877	0.5264723912
878	0.5264531147
879	0.5264049444
880	0.5264036397
881	0.5263548526
882	0.5263295537
883	0.5262939788
884	0.5262298016
885	0.5262093477
886	0.5261533658
887	0.5261276502
888	0.526122787
889	0.5260623535
890	0.5260426576
891	0.5259971115
892	0.5259727777
893	0.5259432454
894	0.5259050945
895	0.5258533918
896	0.5257978971
897	0.5257520956
898	0.5257360532
899	0.5256993357
900	0.5256539967
901	0.5256367643
902	0.525600166
903	0.52557167
904	0.5255290849
905	0.5255245964
906	0.5254776755
907	0.5254245256
908	0.5253645738
909	0.5253378568
910	0.5253077811
911	0.5253039487
912	0.5252887719
913	0.5252296592
914	0.5251954662
915	0.5251619571
916	0.5251368137
917	0.5251023917
918	0.5250771073
919	0.5250332422
920	0.5249725391
921	0.5249610868
922	0.5249114292
923	0.5248835686
924	0.5248639174
925	0.5248219788
926	0.5247820366
927	0.5247344563
928	0.5246859522
929	0.5246465803
930	0.5245976865
931	0.5245765687
932	0.5245546009
933	0.5245045204
934	0.5244695163
935	0.5244295425
936	0.5243918849
937	0.5243344041
938	0.5242989781
939	0.5242636614
940	0.5242015179
941	0.5241701599
942	0.5241166678
943	0.5240662098
944	0.524032394
945	0.5240109925
946	0.523966705
947	0.523945895
948	0.5239152392
949	0.5238906063
950	0.5238592674
951	0.5238136956
952	0.5237842303
953	0.5237112773
954	0.5236692786
955	0.5236433055
956	0.5235863937
957	0.5235431179
958	0.5235276837
959	0.5234993645
960	0.5234879686
961	0.5234496361
962	0.5234267013
963	0.5233652745
964	0.5233360191
965	0.5233284951
966	0.5233172948
967	0.5232550804
968	0.5232088528
969	0.5231661234
970	0.5231370706
971	0.5230832366
972	0.5230383669
973	0.5229859039
974	0.5229423808
975	0.5229011088
976	0.5228639322
977	0.5228609204
978	0.5228171245
979	0.5227844727
980	0.5227580051
981	0.5226857608
982	0.5226256338
983	0.5226094304
984	0.5225814398
985	0.5225189674
986	0.5225049412
987	0.5224817231
988	0.5224651242
989	0.5224454281
990	0.5224101542
991	0.5223840163
992	0.5223654692
993	0.5223059449
994	0.5222596651
995	0.5222420351
996	0.5221920507
997	0.5221886896
998	0.5221872369
999	0.5221328697
