iter	CrossEntropy
156	0.5623828068
157	0.5622813517
158	0.5622056766
159	0.5621316767
160	0.5620209828
161	0.561950617
162	0.5618555196
163	0.5617557467
164	0.561680281
165	0.5615783359
166	0.561517829
167	0.5614653673
168	0.5613972063
169	0.5612778376
170	0.5612031018
171	0.5611369918
172	0.5610125101
173	0.560920365
174	0.560839281
175	0.5607890193
176	0.5606959268
177	0.56058216
178	0.5605119451
179	0.5604078015
180	0.5603285969
181	0.5602005944
182	0.5601169904
183	0.5600636703
184	0.5599970362
185	0.5599232472
186	0.5598559143
187	0.5597525058
188	0.5596866678
189	0.5596078911
190	0.5595294061
191	0.5594558706
192	0.5593627533
193	0.559305269
194	0.5592280185
195	0.5591328584
196	0.5590353085
197	0.5589787822
198	0.5588919447
199	0.5588016234
200	0.5587257412
201	0.5586840927
202	0.5586051931
203	0.5585160313
204	0.5584270348
205	0.5583488984
206	0.5582643137
207	0.5581698085
208	0.5581639948
209	0.5580885189
210	0.5580247871
211	0.5579458821
212	0.557884062
213	0.5578089613
214	0.5577554889
215	0.5576975072
216	0.5576295517
217	0.5575517279
218	0.5575185233
219	0.5574637428
220	0.5574168151
221	0.557349389
222	0.5572436068
223	0.5571976506
224	0.5571256996
225	0.5570910068
226	0.5570407679
227	0.5569739758
228	0.5568820472
229	0.5567896905
230	0.5567256283
231	0.556646047
232	0.5565547605
233	0.5565055106
234	0.5564548367
235	0.5564226497
236	0.5563528838
237	0.556286911
238	0.5562326204
239	0.5561630328
240	0.5560979454
241	0.5560468297
242	0.5559763295
243	0.5559237411
244	0.5558748049
245	0.5557911146
246	0.5557489552
247	0.5556955673
248	0.5556443153
249	0.5555625658
250	0.5554758563
251	0.5554056066
252	0.5553351384
253	0.5552591926
254	0.5552404218
255	0.5552154403
256	0.5551739929
257	0.5551345829
258	0.5550745145
259	0.5550072083
260	0.5549448779
261	0.5548709883
262	0.5548030889
263	0.5547198992
264	0.5546879466
265	0.554629715
266	0.5545600469
267	0.5545061645
268	0.554440179
269	0.5543813797
270	0.5543244063
271	0.5542410165
272	0.5542117217
273	0.5541789804
274	0.5541677889
275	0.5541364746
276	0.5541182164
277	0.5540900301
278	0.5540373139
279	0.5539841215
280	0.5539488644
281	0.5539265692
282	0.5538992427
283	0.5538584623
284	0.5538281529
285	0.5537508879
286	0.5536674203
287	0.553601853
288	0.5535178164
289	0.5534793831
290	0.5534219153
291	0.5533965661
292	0.5533462398
293	0.5533072313
294	0.5532259155
295	0.5531763195
296	0.553145403
297	0.5531220042
298	0.5530676236
299	0.5530232628
300	0.5529703684
301	0.5529444777
302	0.5528974004
303	0.5528322026
304	0.5527845455
305	0.5527694258
306	0.5527084127
307	0.5526627566
308	0.5526244877
309	0.5525897384
310	0.5525580583
311	0.5525138656
312	0.5524770745
313	0.5524183882
314	0.5523729332
315	0.5522846089
316	0.5522000124
317	0.5521666188
318	0.5521233602
319	0.552091108
320	0.5520712655
321	0.5519989298
322	0.5519240192
323	0.5518852191
324	0.551813111
325	0.5517431765
326	0.5517095019
327	0.5516397425
328	0.5515804569
329	0.5515428656
330	0.5514780031
331	0.5514061237
332	0.5513723578
333	0.5513475928
334	0.5513137424
335	0.5512558857
336	0.5511851636
337	0.5511234601
338	0.5510336696
339	0.5510051483
340	0.5509546198
341	0.5509130499
342	0.5508855623
343	0.5507732252
344	0.5507153042
345	0.5506591001
346	0.5506147652
347	0.5505439248
348	0.5504864319
349	0.5504461636
350	0.55039747
351	0.5503161451
352	0.5502633673
353	0.5502077768
354	0.5501706566
355	0.550098789
356	0.5500380646
357	0.5499815822
358	0.5498976635
359	0.5498414964
360	0.5497736787
361	0.5496820602
362	0.5496361405
363	0.5495750894
364	0.5495153961
365	0.5494419813
366	0.5493880379
367	0.5493333225
368	0.549282999
369	0.5491916519
370	0.5491241659
371	0.5490561447
372	0.5490009141
373	0.5489189352
374	0.5488678722
375	0.5488316949
376	0.5487815345
377	0.5487257371
378	0.5486609947
379	0.5485994688
380	0.5485111686
381	0.5484189141
382	0.5483503178
383	0.5482761741
384	0.5482355975
385	0.5481505878
386	0.5480612078
387	0.5480093736
388	0.54796768
389	0.547911934
390	0.547847215
391	0.5478076706
392	0.5477319067
393	0.547710316
394	0.5476337741
395	0.5475970299
396	0.5475208639
397	0.5474509224
398	0.547397122
399	0.5473307837
400	0.5472587001
401	0.5471869353
402	0.5471376246
403	0.5470839349
404	0.5470464454
405	0.5469856172
406	0.5469334845
407	0.5468532871
408	0.5467757856
409	0.5467017704
410	0.5466230328
411	0.5465334777
412	0.5464616157
413	0.5463910826
414	0.5463097332
415	0.5462682517
416	0.546224752
417	0.54613556
418	0.5460800137
419	0.5460191126
420	0.5459586748
421	0.5458807755
422	0.545816793
423	0.5457500641
424	0.5456912708
425	0.5456407653
426	0.5456067558
427	0.545525673
428	0.5454511855
429	0.545386803
430	0.5453130977
431	0.5452356976
432	0.5451656527
433	0.545108091
434	0.5450110153
435	0.5449412491
436	0.5449015811
437	0.5448447455
438	0.5447675327
439	0.544738426
440	0.5446527694
441	0.5445873799
442	0.5445198756
443	0.5444768788
444	0.5444156349
445	0.5443610641
446	0.5442878574
447	0.5442528113
448	0.5442055427
449	0.544130747
450	0.5440691463
451	0.5440239576
452	0.5439650034
453	0.5438988952
454	0.5438387831
455	0.5437922636
456	0.5437265374
457	0.5436763047
458	0.5436241337
459	0.5435754894
460	0.5435114368
461	0.543425335
462	0.5433972236
463	0.54333851
464	0.5432652629
465	0.5432053038
466	0.5431422532
467	0.5430736884
468	0.5430177888
469	0.5429444775
470	0.542916882
471	0.5428610642
472	0.5427746998
473	0.5426905683
474	0.5426233906
475	0.5425678668
476	0.5425364982
477	0.5424786187
478	0.5424541307
479	0.5424083804
480	0.5423672514
481	0.5422995345
482	0.5422263418
483	0.5421682538
484	0.5420935072
485	0.542027631
486	0.5419717689
487	0.5419267205
488	0.5418617967
489	0.5418323007
490	0.5417788762
491	0.5417351116
492	0.541667215
493	0.5416284025
494	0.5415898099
495	0.5415289841
496	0.5414789043
497	0.5414333338
498	0.5413804977
499	0.5413114752
500	0.5412298149
501	0.5411719978
502	0.5411240626
503	0.5410902468
504	0.5410302989
505	0.5409636767
506	0.5408980376
507	0.5408325797
508	0.5407962187
509	0.5407386969
510	0.5407027593
511	0.5406407038
512	0.5405866994
513	0.5405744578
514	0.5405431878
515	0.5404841813
516	0.5404443321
517	0.5404199668
518	0.5403590231
519	0.540310412
520	0.5402481268
521	0.5401936777
522	0.5401311706
523	0.540059832
524	0.5400011838
525	0.539949453
526	0.5398951302
527	0.5398354306
528	0.5397822017
529	0.5397155807
530	0.5396671592
531	0.5396044244
532	0.5395569781
533	0.539493625
534	0.5394611549
535	0.5393853771
536	0.5393321884
537	0.5393053774
538	0.5392533008
539	0.5392054016
540	0.5391387981
541	0.539085966
542	0.5389962888
543	0.5389727759
544	0.5388984776
545	0.5388499688
546	0.5387941398
547	0.5387372633
548	0.5386936111
549	0.5386368922
550	0.5385783499
551	0.5385380477
552	0.5384773619
553	0.5384378853
554	0.5384043861
555	0.5383242666
556	0.5382883682
557	0.5382576318
558	0.5382028325
559	0.5381749772
560	0.5381422018
561	0.5381099896
562	0.5380613556
563	0.5379899783
564	0.53796166
565	0.5379549773
566	0.5379015228
567	0.5378488895
568	0.537795128
569	0.5377485156
570	0.5377036628
571	0.5376582638
572	0.5375700463
573	0.5375221889
574	0.5374745885
575	0.5374428522
576	0.5373890822
577	0.5373465468
578	0.5373002722
579	0.5372741273
580	0.5372063812
581	0.5371361205
582	0.537090048
583	0.5370305359
584	0.5369856365
585	0.5369738031
586	0.5369101453
587	0.5368772307
588	0.5368209231
589	0.5367727496
590	0.5367188467
591	0.5366778704
592	0.5366253892
593	0.5365846008
594	0.536551041
595	0.5364733159
596	0.5364347241
597	0.5363872431
598	0.5363228786
599	0.5362514344
600	0.5362187319
601	0.5361702845
602	0.5361337341
603	0.5360792788
604	0.5360356339
605	0.5360101208
606	0.5359737796
607	0.5358941138
608	0.5358567999
609	0.5358040715
610	0.5357696655
611	0.5357336568
612	0.5357081792
613	0.5356704994
614	0.5356318903
615	0.5355704494
616	0.5355311666
617	0.535487965
618	0.5354317434
619	0.5353702579
620	0.5353023095
621	0.5352348881
622	0.5351926462
623	0.5351456524
624	0.5350972651
625	0.5350515266
626	0.5350078553
627	0.5349277757
628	0.5348999573
629	0.5348526918
630	0.53480963
631	0.5347519919
632	0.5347047482
633	0.534645463
634	0.5346315871
635	0.5346216053
636	0.5345639856
637	0.5345070605
638	0.5344327341
639	0.5343815866
640	0.5343359683
641	0.5343095727
642	0.5342521148
643	0.5342369116
644	0.5341808572
645	0.5341226009
646	0.534076669
647	0.5340294606
648	0.5339848546
649	0.5339452453
650	0.5339023694
651	0.5338403648
652	0.5337990542
653	0.5337754038
654	0.5337529157
655	0.5337097001
656	0.5336555902
657	0.5336337417
658	0.5335894334
659	0.5335553961
660	0.5334835837
661	0.5334385926
662	0.53339296
663	0.5333439995
664	0.5332916458
665	0.5332291925
666	0.5331777148
667	0.5331335286
668	0.5331081088
669	0.5330351766
670	0.5330178204
671	0.5329974041
672	0.5329846592
673	0.5329596097
674	0.5328940189
675	0.5328537472
676	0.5328186043
677	0.5327694479
678	0.5327171411
679	0.532673378
680	0.5326292156
681	0.5326175299
682	0.532581634
683	0.5325283893
684	0.5324818491
685	0.5324241702
686	0.5323965152
687	0.5323507412
688	0.5323443573
689	0.5322872168
690	0.5322666613
691	0.5322447458
692	0.5321824216
693	0.5321276412
694	0.532084799
695	0.5320642805
696	0.5320366815
697	0.5319945307
698	0.5319574211
699	0.5318973087
700	0.5318475731
701	0.5318188539
702	0.531785482
703	0.531742403
704	0.531703095
705	0.5316317575
706	0.5315803057
707	0.531522513
708	0.5314800095
709	0.5314508985
710	0.5314129872
711	0.5313861457
712	0.5313457325
713	0.5312988341
714	0.5312401499
715	0.5311810525
716	0.5311670912
717	0.5311147915
718	0.5310787616
719	0.5310247277
720	0.5309627556
721	0.5309185871
722	0.5308572535
723	0.5308397525
724	0.5308136247
725	0.5307792085
726	0.5307182147
727	0.5307043797
728	0.530658286
729	0.5305907552
730	0.5305648794
731	0.5304971249
732	0.5304711311
733	0.5304557577
734	0.5304156075
735	0.530364009
736	0.5302948591
737	0.5302238166
738	0.5301921012
739	0.53016549
740	0.5301238436
741	0.5301015068
742	0.5300699689
743	0.5300137497
744	0.5299828524
745	0.5299662297
746	0.5299177774
747	0.5299043738
748	0.5298576214
749	0.5298121885
750	0.5297769191
751	0.5297234231
752	0.5297113462
753	0.5296755166
754	0.5296275437
755	0.5296169223
756	0.5295784197
757	0.5295182979
758	0.529464532
759	0.5294394176
760	0.5294149924
761	0.5293827863
762	0.52933744
763	0.5292884655
764	0.5292299696
765	0.5291806434
766	0.5291370265
767	0.5291171386
768	0.5290781674
769	0.5290610199
770	0.5290241482
771	0.5289763706
772	0.5289317421
773	0.5288851903
774	0.528863978
775	0.5288001439
776	0.5287771488
777	0.5287443535
778	0.5287008862
779	0.5286687822
780	0.5286295376
781	0.5286111765
782	0.5285559469
783	0.5285235105
784	0.5285020098
785	0.5284667274
786	0.5284341995
787	0.5283939536
788	0.5283706175
789	0.5283327745
790	0.5283106881
791	0.5282630685
792	0.528219364
793	0.5282059425
794	0.5281604627
795	0.5281345167
796	0.5280886411
797	0.5280270937
798	0.5279645313
799	0.5279307171
800	0.5278706214
801	0.5278457902
802	0.5278029931
803	0.527747805
804	0.5277085912
805	0.527686506
806	0.5276370645
807	0.5275763527
808	0.5275600492
809	0.5275422611
810	0.5275142572
811	0.5274705634
812	0.5274311393
813	0.5273912731
814	0.5273641121
815	0.5272895079
816	0.5272670098
817	0.5272194112
818	0.5271871065
819	0.5271493543
820	0.5270984129
821	0.5270790536
822	0.5270756284
823	0.5270229584
824	0.5270102422
825	0.5269813419
826	0.52694316
827	0.52690658
828	0.5268818668
829	0.5268309565
830	0.5268042185
831	0.5267609249
832	0.5266837095
833	0.5266461822
834	0.5266124119
835	0.5265970284
836	0.5265755125
837	0.5265682918
838	0.5265449897
839	0.5265209314
840	0.5264932002
841	0.5264368073
842	0.5263942379
843	0.5263564784
844	0.5263338522
845	0.5263066155
846	0.5262393886
847	0.5261864694
848	0.5261329973
849	0.5261205134
850	0.5261000966
851	0.5260400999
852	0.5260172192
853	0.5259864337
854	0.5259258388
855	0.5258765568
856	0.5258390581
857	0.5257941808
858	0.5257527499
859	0.5256890813
860	0.5256568658
861	0.5256428425
862	0.525622227
863	0.5255946311
864	0.5255678808
865	0.5255465163
866	0.5255173541
867	0.5254732142
868	0.5254436143
869	0.5254027019
870	0.5253709566
871	0.5253252142
872	0.525288591
873	0.5252725413
874	0.5252318713
875	0.5251775493
876	0.5251269355
877	0.5250743389
878	0.5250328501
879	0.5250027924
880	0.5249842745
881	0.5249433478
882	0.5249042675
883	0.5249040742
884	0.5248600227
885	0.5248045755
886	0.5247860154
887	0.5247669371
888	0.5247541997
889	0.5247324181
890	0.524698854
891	0.5246498595
892	0.5246048299
893	0.5245674465
894	0.524537961
895	0.5244948421
896	0.524479301
897	0.5244450437
898	0.5244033521
899	0.5243482391
900	0.5243394829
901	0.524312691
902	0.5242984887
903	0.5242534706
904	0.5242214389
905	0.5241746468
906	0.5241270099
907	0.5240884619
908	0.5240626251
909	0.5240056655
910	0.5239439007
911	0.5238897916
912	0.5238739749
913	0.5238550718
914	0.5238451595
915	0.523812357
916	0.5237665366
917	0.5237536274
918	0.5237299385
919	0.5236909538
920	0.5236576293
921	0.5236451365
922	0.5235825911
923	0.5235292145
924	0.523502049
925	0.5234889413
926	0.523454099
927	0.5234239464
928	0.5233851404
929	0.5233669428
930	0.5233308008
931	0.5232840422
932	0.5232455607
933	0.5232022316
934	0.523153256
935	0.5231286355
936	0.5230936517
937	0.5230932164
938	0.5230606399
939	0.5230304378
940	0.5230145538
941	0.5229933319
942	0.5229548737
943	0.5229346611
944	0.5228930048
945	0.5228652891
946	0.5228473969
947	0.5228334646
948	0.522790646
949	0.5227687992
950	0.5227511856
951	0.5227199461
952	0.522706478
953	0.5226837047
954	0.5226452279
955	0.5225824573
956	0.5225741578
957	0.5225275757
958	0.5224778985
959	0.5224605908
960	0.5224077933
961	0.5223897885
962	0.5223775014
963	0.5223360013
964	0.5223319671
965	0.5222938438
966	0.5222457359
967	0.522225659
968	0.5221909968
969	0.5221574339
970	0.522115043
971	0.5220851741
972	0.5220567744
973	0.5220342624
974	0.5220197425
975	0.5219851405
976	0.5219624933
977	0.5219133556
978	0.5218910342
979	0.5218885494
980	0.5218428082
981	0.5217924164
982	0.5217647763
983	0.5217154235
984	0.5216734148
985	0.5216301597
986	0.5215887426
987	0.5215350336
988	0.5214880715
989	0.5214492614
990	0.5214078671
991	0.5213599483
992	0.5213286798
993	0.5212834873
994	0.5212237139
995	0.5211995528
996	0.5211720447
997	0.5211250725
998	0.5210793624
999	0.5210299482
