iter	Passed	Remaining
0	51	51378
1	99	49475
2	149	49816
3	200	49924
4	251	50047
5	298	49486
6	353	50135
7	407	50570
8	457	50323
9	502	49758
10	545	49077
11	588	48492
12	646	49111
13	699	49245
14	750	49282
15	795	48928
16	844	48855
17	890	48566
18	940	48576
19	994	48714
20	1041	48560
21	1091	48543
22	1140	48428
23	1187	48301
24	1239	48342
25	1289	48290
26	1337	48210
27	1391	48303
28	1435	48071
29	1486	48070
30	1540	48152
31	1591	48138
32	1640	48060
33	1693	48113
34	1748	48203
35	1805	48354
36	1852	48224
37	1900	48111
38	1957	48226
39	2007	48177
40	2065	48304
41	2122	48422
42	2177	48457
43	2230	48470
44	2288	48558
45	2347	48689
46	2399	48650
47	2446	48527
48	2506	48652
49	2552	48497
50	2602	48434
51	2653	48368
52	2697	48197
53	2750	48191
54	2796	48042
55	2850	48058
56	2904	48047
57	2962	48117
58	3013	48058
59	3069	48089
60	3122	48061
61	3170	47960
62	3215	47830
63	3268	47807
64	3321	47777
65	3376	47784
66	3436	47853
67	3489	47823
68	3539	47756
69	3583	47610
70	3631	47518
71	3683	47479
72	3734	47420
73	3790	47427
74	3847	47449
75	3892	47329
76	3949	47340
77	3998	47266
78	4046	47172
79	4095	47095
80	4152	47114
81	4205	47080
82	4259	47056
83	4315	47055
84	4362	46966
85	4412	46899
86	4465	46860
87	4518	46831
88	4562	46697
89	4616	46679
90	4667	46626
91	4721	46603
92	4778	46606
93	4826	46514
94	4867	46364
95	4920	46337
96	4971	46280
97	5018	46187
98	5068	46129
99	5120	46085
100	5175	46068
101	5221	45969
102	5273	45923
103	5328	45904
104	5379	45857
105	5428	45786
106	5477	45717
107	5534	45711
108	5580	45620
109	5633	45581
110	5681	45502
111	5733	45460
112	5778	45358
113	5842	45409
114	5894	45360
115	5965	45460
116	6017	45411
117	6064	45326
118	6115	45277
119	6165	45212
120	6226	45235
121	6272	45144
122	6322	45080
123	6375	45042
124	6425	44975
125	6482	44965
126	6530	44888
127	6590	44900
128	6655	44936
129	6711	44917
